1 2 3
1 2 4
1 3 5
1 4 7
1 5 8
1 7 12
1 8 12
2 3 6
2 4 10
2 6 11
2 10 18
2 11 18
3 5 9
3 6 13
3 9 16
3 13 16
4 7 15
4 10 17
4 15 26
4 17 26
5 8 14
5 9 19
5 14 24
5 19 24
6 11 22
6 13 20
6 20 34
6 22 34
7 12 23
7 15 25
7 23 38
7 25 38
8 12 21
8 14 27
8 21 35
8 27 35
9 16 31
9 19 28
9 28 47
9 31 47
10 17 32
10 18 29
10 29 48
10 32 48
11 18 33
11 22 36
11 33 53
11 36 53
12 21 40
12 23 37
12 37 40
13 16 30
13 20 39
13 30 49
13 39 49
14 24 44
14 27 41
14 41 64
14 44 64
15 25 45
15 26 42
15 42 65
15 45 65
16 30 55
16 31 50
16 50 55
17 26 46
17 32 51
17 46 69
17 51 69
18 29 54
18 33 52
18 52 54
19 24 43
19 28 51
19 43 66
19 51 66
20 34 60
20 39 45
20 45 82
20 60 82
21 35 61
21 40 56
21 56 83
21 61 83
22 34 57
22 36 41
22 41 84
22 57 84
23 37 62
23 38 58
23 58 85
23 62 85
24 43 71
24 44 67
24 67 71
25 38 63
25 39 45
25 39 89
25 63 89
26 42 70
26 46 68
26 68 70
27 35 59
27 36 41
27 36 86
27 59 86
28 32 51
28 32 101
28 47 78
28 78 101
29 48 79
29 54 62
29 62 102
29 79 102
30 49 80
30 55 72
30 72 103
30 80 103
31 47 73
31 50 56
31 56 104
31 73 104
32 48 74
32 74 101
33 52 72
33 53 75
33 72 105
33 75 105
34 57 90
34 60 87
34 87 90
35 59 91
35 61 70
35 70 91
36 53 81
36 81 86
37 40 77
37 54 62
37 54 109
37 77 109
38 58 67
38 63 88
38 67 88
39 49 76
39 76 89
40 50 56
40 50 106
40 77 106
41 64 98
41 84 98
42 61 70
42 61 122
42 65 99
42 99 122
43 66 100
43 71 80
43 80 123
43 100 123
44 58 67
44 58 124
44 64 92
44 92 124
45 65 93
45 82 93
46 68 75
46 69 94
46 75 125
46 94 125
47 73 87
47 78 107
47 87 107
48 74 110
48 79 90
48 90 110
49 71 80
49 71 111
49 76 111
50 55 97
50 97 106
51 66 95
51 69 95
52 54 96
52 55 72
52 55 126
52 96 126
53 68 75
53 68 108
53 81 108
54 96 109
55 97 126
56 83 118
56 104 118
57 79 90
57 79 141
57 84 119
57 119 141
58 85 120
58 120 124
59 86 121
59 91 100
59 100 142
59 121 142
60 73 87
60 73 143
60 82 112
60 112 143
61 83 113
61 113 122
62 85 114
62 102 114
63 88 94
63 89 115
63 94 144
63 115 144
64 92 107
64 98 127
64 107 127
65 93 129
65 99 110
65 110 129
66 91 100
66 91 130
66 95 130
67 71 117
67 88 117
68 70 116
68 108 116
69 88 94
69 88 128
69 95 128
70 91 116
71 111 117
72 103 134
72 105 134
73 104 137
73 137 143
74 99 110
74 99 149
74 101 138
74 138 149
75 105 139
75 125 139
76 89 140
76 111 119
76 119 148
76 140 148
77 106 115
77 109 121
77 115 152
77 121 152
78 92 107
78 92 151
78 101 131
78 131 151
79 102 132
79 132 141
80 103 133
80 123 133
81 86 135
81 108 112
81 112 150
81 135 150
82 93 145
82 108 112
82 108 145
83 113 127
83 118 146
83 127 146
84 98 147
84 111 119
84 111 147
85 114 146
85 120 129
85 129 146
86 109 121
86 109 135
87 90 136
87 107 136
88 117 128
89 106 115
89 106 140
90 110 136
91 116 130
92 124 150
92 150 151
93 120 129
93 120 133
93 133 145
94 125 151
94 144 151
95 128 132
95 130 137
95 132 137
96 109 135
96 126 138
96 135 155
96 138 155
97 106 140
97 126 131
97 131 156
97 140 156
98 113 127
98 113 139
98 139 147
99 122 148
99 148 149
100 123 149
100 142 149
101 126 131
101 126 138
102 114 153
102 128 132
102 128 153
103 133 145
103 134 154
103 145 154
104 118 154
104 130 137
104 130 154
105 134 153
105 139 147
105 147 153
107 127 136
108 116 145
110 129 136
111 117 147
112 143 144
112 144 150
113 122 156
113 139 156
114 118 134
114 118 146
114 134 153
115 143 144
115 143 152
116 130 154
116 145 154
117 128 153
117 147 153
118 134 154
119 141 142
119 142 148
120 124 155
120 133 155
121 141 142
121 141 152
122 140 148
122 140 156
123 133 155
123 138 149
123 138 155
124 135 150
124 135 155
125 131 151
125 131 156
125 139 156
127 136 146
129 136 146
132 137 152
132 141 152
137 143 152
142 148 149
144 150 151
