1 2 3
1 2 4
1 3 5
1 4 7
1 5 8
1 7 12
1 8 14
1 12 20
1 14 24
1 20 32
1 24 36
1 32 46
1 36 50
1 46 60
1 50 65
1 60 72
1 65 74
1 72 74
2 3 6
2 4 10
2 6 11
2 10 22
2 11 19
2 19 24
2 22 30
2 24 45
2 30 32
2 32 59
2 45 50
2 50 71
2 59 60
2 60 80
2 71 78
2 78 80
3 5 9
3 6 13
3 9 17
3 13 23
3 17 30
3 20 23
3 20 45
3 30 36
3 36 59
3 45 46
3 46 71
3 59 65
3 65 79
3 71 81
3 79 81
4 7 16
4 10 18
4 14 31
4 14 59
4 16 34
4 18 31
4 19 34
4 19 46
4 36 59
4 36 80
4 45 46
4 45 72
4 69 75
4 69 80
4 72 75
5 8 15
5 9 21
5 12 35
5 12 59
5 15 28
5 21 35
5 23 28
5 23 50
5 32 59
5 32 79
5 45 50
5 45 74
5 73 76
5 73 79
5 74 76
6 11 27
6 13 25
6 17 48
6 17 50
6 22 41
6 22 46
6 25 41
6 27 48
6 32 46
6 32 81
6 36 50
6 36 78
6 66 67
6 66 78
6 67 81
7 8 44
7 8 45
7 12 26
7 16 29
7 24 45
7 24 75
7 26 49
7 29 44
7 31 49
7 31 60
7 56 75
7 56 77
7 59 60
7 59 74
7 74 77
8 14 26
8 15 33
8 20 45
8 20 76
8 26 42
8 33 44
8 35 42
8 35 65
8 59 65
8 59 72
8 64 76
8 64 77
8 72 77
9 13 32
9 13 53
9 17 39
9 20 32
9 20 73
9 21 37
9 28 62
9 28 65
9 37 53
9 39 62
9 50 65
9 50 81
9 52 70
9 52 73
9 70 81
10 11 36
10 11 58
10 18 40
10 22 38
10 24 36
10 24 69
10 34 54
10 34 60
10 38 54
10 40 58
10 46 60
10 46 78
10 51 68
10 51 69
10 68 78
11 19 38
11 27 43
11 30 36
11 30 66
11 38 63
11 41 63
11 41 71
11 43 58
11 46 71
11 46 80
11 61 66
11 61 68
11 68 80
12 14 59
12 14 77
12 15 20
12 15 64
12 26 33
12 33 35
12 42 76
12 42 77
12 44 64
12 44 72
12 45 65
12 45 72
12 65 76
13 23 39
13 25 47
13 30 32
13 30 67
13 39 55
13 47 53
13 48 55
13 48 71
13 50 71
13 50 79
13 57 67
13 57 70
13 70 79
14 16 24
14 16 56
14 26 29
14 29 31
14 44 56
14 44 74
14 45 60
14 45 74
14 49 75
14 49 77
14 60 75
15 20 21
15 21 68
15 28 38
15 33 51
15 38 54
15 40 58
15 40 64
15 42 54
15 42 74
15 51 68
15 58 73
15 65 73
15 65 74
16 18 24
16 18 70
16 29 52
16 34 39
16 37 53
16 37 56
16 39 62
16 49 62
16 49 72
16 52 70
16 53 69
16 60 69
16 60 72
17 23 50
17 23 70
17 25 30
17 25 57
17 32 71
17 32 79
17 39 47
17 47 48
17 53 57
17 53 79
17 55 67
17 55 70
17 67 71
18 19 24
18 19 51
18 31 39
18 39 55
18 40 57
18 47 51
18 47 53
18 53 75
18 54 55
18 54 80
18 57 70
18 60 75
18 60 80
19 22 46
19 22 68
19 34 40
19 36 60
19 36 78
19 38 40
19 51 58
19 54 68
19 54 69
19 58 78
19 60 69
20 21 23
20 28 76
20 28 79
20 35 73
20 35 74
20 50 59
20 50 79
20 59 74
21 23 52
21 35 38
21 37 61
21 38 63
21 43 52
21 43 58
21 58 76
21 61 68
21 62 63
21 62 79
21 65 76
21 65 79
22 27 30
22 27 61
22 36 71
22 36 80
22 38 43
22 41 43
22 58 61
22 58 80
22 63 66
22 63 68
22 66 71
23 28 37
23 32 65
23 32 81
23 37 39
23 52 53
23 53 81
23 62 70
23 62 73
23 65 73
24 31 69
24 31 72
24 34 75
24 34 80
24 46 59
24 46 80
24 59 72
25 26 41
25 26 42
25 27 30
25 27 77
25 33 44
25 33 57
25 42 55
25 44 66
25 47 64
25 55 81
25 64 77
25 66 71
25 71 81
26 27 48
26 27 49
26 29 66
26 33 67
26 41 56
26 48 64
26 56 72
26 64 74
26 66 67
26 72 74
27 29 44
27 29 61
27 43 56
27 44 67
27 49 63
27 56 77
27 63 78
27 67 71
27 71 78
28 35 58
28 35 65
28 37 43
28 38 61
28 43 68
28 52 63
28 52 79
28 58 63
28 61 62
28 68 76
29 31 37
29 37 43
29 41 43
29 41 77
29 52 63
29 61 62
29 62 75
29 63 66
29 72 75
29 72 77
30 41 67
30 41 78
30 46 50
30 46 78
30 48 66
30 48 81
30 50 81
31 34 53
31 34 60
31 37 70
31 39 52
31 49 52
31 53 62
31 56 62
31 56 72
31 69 70
32 36 45
32 36 71
32 45 65
33 35 40
33 40 47
33 47 48
33 48 77
33 51 55
33 54 57
33 54 76
33 55 67
33 74 76
33 74 77
34 39 57
34 40 47
34 47 70
34 51 55
34 51 80
34 53 55
34 54 57
34 70 75
35 38 51
35 40 68
35 42 51
35 54 58
35 54 64
35 64 74
35 68 73
36 45 60
37 39 75
37 49 61
37 49 75
37 56 63
37 63 73
37 70 79
37 73 79
38 40 76
38 43 73
38 51 80
38 61 78
38 73 76
38 78 80
39 47 69
39 52 79
39 57 81
39 69 75
39 79 81
40 42 57
40 42 76
40 55 64
40 55 69
40 68 80
40 69 80
41 44 48
41 44 49
41 48 71
41 49 61
41 56 63
41 61 78
41 67 77
42 44 48
42 44 74
42 47 51
42 47 67
42 48 57
42 54 55
42 67 77
43 49 52
43 49 66
43 56 62
43 62 73
43 66 78
43 68 78
44 49 72
44 56 66
44 64 67
46 50 59
47 54 64
47 54 69
47 67 81
47 70 81
48 55 64
48 57 81
48 66 77
49 62 63
49 66 77
51 57 64
51 57 69
51 58 76
51 64 76
52 53 75
52 56 61
52 56 75
52 61 73
53 55 81
53 57 69
53 62 79
54 58 80
54 68 76
55 69 70
56 61 66
57 64 67
58 61 73
58 63 78
62 70 75
63 68 73
