1 2 3
1 2 4
1 3 5
1 4 7
1 5 8
1 7 12
1 8 14
1 12 20
1 14 24
1 20 31
1 24 34
1 31 34
2 3 6
2 4 10
2 6 11
2 10 22
2 11 19
2 19 30
2 22 32
2 30 41
2 32 44
2 41 44
3 5 9
3 6 13
3 9 17
3 13 23
3 17 29
3 23 33
3 29 39
3 33 45
3 39 45
4 7 16
4 10 18
4 16 21
4 18 25
4 21 42
4 25 40
4 40 52
4 42 55
4 52 55
5 8 15
5 9 21
5 15 18
5 18 38
5 21 27
5 27 43
5 38 51
5 43 52
5 51 52
6 11 27
6 13 25
6 15 25
6 15 49
6 16 27
6 16 53
6 49 55
6 51 53
6 51 55
7 12 28
7 13 28
7 13 54
7 16 17
7 17 35
7 35 43
7 43 45
7 45 64
7 54 64
8 11 26
8 11 50
8 14 26
8 15 22
8 22 35
8 35 40
8 40 41
8 41 63
8 50 63
9 10 35
9 10 61
9 17 35
9 19 21
9 19 26
9 26 53
9 44 53
9 44 63
9 61 63
10 18 23
10 22 35
10 23 28
10 28 49
10 39 49
10 39 64
10 61 64
11 12 27
11 12 28
11 19 26
11 28 42
11 34 42
11 34 59
11 50 59
12 20 37
12 22 37
12 22 62
12 27 33
12 33 41
12 41 60
12 60 62
13 14 25
13 14 26
13 23 28
13 26 38
13 31 38
13 31 59
13 54 59
14 17 36
14 17 62
14 24 36
14 25 30
14 30 45
14 45 58
14 58 62
15 18 25
15 22 29
15 29 36
15 33 58
15 33 61
15 36 61
15 49 58
16 17 32
16 21 27
16 30 60
16 30 61
16 32 37
16 37 61
16 53 60
17 29 36
17 31 32
17 31 48
17 48 62
18 20 23
18 20 37
18 24 47
18 24 54
18 37 54
18 38 47
19 21 24
19 23 46
19 23 62
19 24 39
19 30 46
19 39 56
19 56 62
20 21 48
20 21 50
20 23 44
20 31 48
20 44 52
20 50 58
20 52 58
21 24 36
21 36 50
21 42 48
22 29 34
22 32 37
22 34 47
22 47 62
23 33 46
23 44 57
23 57 62
24 34 47
24 39 52
24 52 60
24 54 60
25 30 46
25 32 50
25 32 57
25 40 57
25 46 50
26 38 47
26 43 49
26 43 60
26 47 49
26 53 60
27 29 54
27 29 56
27 33 46
27 43 56
27 46 54
28 40 53
28 40 58
28 42 48
28 48 53
28 49 58
29 34 51
29 39 56
29 51 57
29 54 57
30 41 60
30 45 55
30 47 55
30 47 61
31 32 55
31 34 59
31 38 63
31 45 55
31 45 63
32 44 57
32 50 56
32 55 56
33 41 51
33 45 58
33 48 51
33 48 61
34 41 51
34 41 64
34 42 64
35 38 42
35 38 57
35 40 57
35 42 56
35 43 56
36 40 53
36 40 64
36 50 59
36 53 59
36 61 64
37 43 49
37 43 63
37 49 59
37 54 59
37 61 63
38 42 46
38 46 63
38 51 57
39 44 52
39 44 59
39 45 64
39 49 59
40 41 64
40 52 58
41 44 63
42 46 64
42 55 56
43 45 63
43 52 60
44 53 59
46 50 63
46 54 64
47 48 61
47 48 62
47 49 55
48 51 53
50 56 58
51 52 55
54 57 60
56 58 62
57 60 62
