1 5 9
1 5 20
1 9 16
1 16 21
1 20 40
1 21 36
1 36 53
1 40 53
2 319 326
2 319 390
2 326 459
2 390 455
2 455 490
2 459 494
2 490 497
2 494 497
3 318 327
3 318 391
3 327 458
3 391 454
3 454 491
3 458 495
3 491 500
3 495 500
4 8 12
4 8 17
4 12 13
4 13 24
4 17 37
4 24 33
4 33 56
4 37 56
5 9 28
5 20 29
5 28 60
5 29 52
5 52 77
5 60 77
6 203 322
6 203 450
6 322 471
6 450 487
6 456 471
6 456 501
6 487 498
6 498 501
7 202 323
7 202 451
7 323 470
7 451 486
7 453 470
7 453 504
7 486 499
7 499 504
8 12 25
8 17 32
8 25 57
8 32 49
8 49 80
8 57 80
9 16 41
9 28 45
9 41 73
9 45 72
9 72 73
10 263 266
10 263 482
10 266 395
10 395 488
10 482 493
10 488 489
10 489 502
10 493 502
11 262 267
11 262 483
11 267 394
11 394 485
11 483 496
11 485 492
11 492 503
11 496 503
12 13 44
12 25 48
12 44 76
12 48 69
12 69 76
13 24 61
13 44 65
13 61 101
13 65 100
13 100 101
14 206 255
14 206 427
14 255 366
14 366 457
14 427 484
14 457 504
14 484 499
14 499 504
15 207 254
15 207 426
15 254 367
15 367 460
15 426 481
15 460 501
15 481 498
15 498 501
16 21 64
16 41 68
16 64 104
16 68 97
16 97 104
17 32 81
17 37 92
17 81 145
17 92 140
17 140 145
18 143 270
18 143 418
18 270 415
18 392 415
18 392 503
18 418 469
18 469 492
18 492 503
19 142 271
19 142 419
19 271 414
19 389 414
19 389 502
19 419 472
19 472 489
19 489 502
20 29 84
20 40 89
20 84 148
20 89 137
20 137 148
21 36 85
21 64 93
21 85 149
21 93 144
21 144 149
22 146 311
22 146 463
22 311 362
22 325 362
22 325 502
22 368 463
22 368 493
22 493 502
23 147 310
23 147 462
23 310 363
23 328 363
23 328 503
23 365 462
23 365 496
23 496 503
24 33 88
24 61 96
24 88 152
24 96 141
24 141 152
25 48 105
25 57 124
25 105 209
25 124 196
25 196 209
26 199 258
26 199 306
26 258 375
26 306 393
26 375 452
26 393 500
26 452 491
26 491 500
27 198 259
27 198 307
27 259 374
27 307 396
27 374 449
27 396 497
27 449 490
27 490 497
28 45 108
28 60 121
28 108 212
28 121 193
28 193 212
29 52 109
29 84 125
29 109 213
29 125 200
29 200 213
30 210 339
30 210 379
30 234 321
30 234 379
30 321 490
30 339 420
30 420 455
30 455 490
31 211 338
31 211 378
31 235 324
31 235 378
31 324 491
31 338 417
31 417 454
31 454 491
32 49 112
32 81 128
32 112 216
32 128 197
32 197 216
33 56 113
33 88 129
33 113 217
33 129 204
33 204 217
34 78 383
34 78 479
34 317 356
34 317 504
34 356 383
34 364 457
34 364 479
34 457 504
35 79 382
35 79 478
35 320 353
35 320 501
35 353 382
35 361 460
35 361 478
35 460 501
36 53 116
36 85 132
36 116 220
36 132 201
36 201 220
37 56 117
37 92 133
37 117 221
37 133 208
37 208 221
38 98 387
38 98 423
38 317 350
38 317 504
38 350 387
38 416 423
38 416 453
38 453 504
39 99 386
39 99 422
39 320 351
39 320 501
39 351 386
39 413 422
39 413 456
39 456 501
40 53 120
40 89 136
40 120 224
40 136 205
40 205 224
41 68 153
41 73 164
41 153 257
41 164 252
41 252 257
42 195 314
42 195 370
42 264 295
42 264 497
42 295 314
42 370 425
42 425 494
42 494 497
43 194 315
43 194 371
43 261 294
43 261 500
43 294 315
43 371 428
43 428 495
43 495 500
44 65 156
44 76 161
44 156 260
44 161 249
44 249 260
45 72 157
45 108 173
45 157 273
45 173 256
45 256 273
46 102 407
46 102 431
46 265 302
46 265 498
46 302 431
46 308 407
46 308 487
46 487 498
47 103 406
47 103 430
47 268 303
47 268 499
47 303 430
47 305 406
47 305 486
47 486 499
48 69 160
48 105 176
48 160 276
48 176 253
48 253 276
49 80 165
49 112 177
49 165 246
49 177 264
49 246 264
50 74 435
50 74 475
50 201 360
50 201 492
50 236 469
50 236 475
50 360 435
50 469 492
51 75 434
51 75 474
51 204 357
51 204 489
51 233 472
51 233 474
51 357 434
51 472 489
52 77 168
52 109 180
52 168 247
52 180 261
52 247 261
53 116 181
53 120 185
53 181 268
53 185 268
54 70 439
54 70 443
54 325 354
54 325 502
54 352 389
54 352 439
54 354 443
54 389 502
55 71 438
55 71 442
55 328 355
55 328 503
55 349 392
55 349 438
55 355 442
55 392 503
56 113 184
56 117 188
56 184 265
56 188 265
57 80 169
57 124 189
57 169 277
57 189 272
57 272 277
58 138 447
58 138 467
58 201 230
58 201 492
58 230 447
58 376 467
58 376 485
58 485 492
59 139 446
59 139 466
59 204 231
59 204 489
59 231 446
59 373 466
59 373 488
59 488 489
60 77 172
60 121 192
60 172 280
60 192 269
60 269 280
61 96 225
61 101 236
61 215 236
61 215 313
61 225 313
62 111 256
62 111 377
62 251 342
62 251 377
62 256 495
62 342 461
62 458 461
62 458 495
63 110 253
63 110 380
63 250 343
63 250 380
63 253 494
63 343 464
63 459 464
63 459 494
64 93 228
64 104 233
64 214 233
64 214 316
64 228 316
65 100 229
65 156 241
65 229 278
65 241 312
65 278 312
66 150 399
66 150 448
66 170 205
66 170 448
66 205 496
66 372 399
66 372 483
66 483 496
67 151 398
67 151 445
67 171 208
67 171 445
67 208 493
67 369 398
67 369 482
67 482 493
68 97 232
68 153 244
68 232 279
68 244 309
68 279 309
69 76 237
69 160 182
69 182 320
69 186 237
69 186 320
70 261 300
70 261 500
70 300 439
70 304 393
70 304 443
70 393 500
71 264 297
71 264 497
71 297 438
71 301 396
71 301 442
71 396 497
72 73 240
72 157 183
72 183 317
72 187 240
72 187 317
73 164 245
73 178 240
73 178 324
73 245 324
74 265 298
74 265 498
74 296 435
74 296 481
74 298 475
74 481 498
75 268 299
75 268 499
75 293 434
75 293 484
75 299 474
75 484 499
76 161 248
76 179 237
76 179 321
76 248 321
77 130 168
77 130 328
77 172 218
77 218 328
78 232 383
78 232 449
78 321 358
78 321 490
78 358 479
78 449 490
79 229 382
79 229 452
79 324 359
79 324 491
79 359 478
79 452 491
80 131 165
80 131 325
80 169 219
80 219 325
81 128 281
81 145 304
81 275 304
81 275 385
81 281 385
82 144 159
82 144 453
82 159 429
82 223 410
82 223 429
82 337 410
82 337 470
82 453 470
83 141 158
83 141 456
83 158 432
83 222 411
83 222 432
83 340 411
83 340 471
83 456 471
84 125 284
84 148 301
84 274 301
84 274 388
84 284 388
85 132 285
85 149 308
85 211 308
85 211 378
85 285 378
86 107 197
86 107 312
86 197 216
86 216 290
86 290 477
86 312 459
86 326 459
86 326 477
87 106 200
87 106 309
87 200 213
87 213 291
87 291 480
87 309 458
87 327 458
87 327 480
88 129 288
88 152 305
88 210 305
88 210 379
88 288 379
89 136 289
89 137 296
89 251 296
89 251 377
89 289 377
90 163 272
90 163 313
90 215 286
90 215 313
90 272 455
90 286 421
90 390 421
90 390 455
91 162 269
91 162 316
91 214 287
91 214 316
91 269 454
91 287 424
91 391 424
91 391 454
92 133 292
92 140 293
92 250 293
92 250 380
92 292 380
93 144 297
93 177 297
93 177 384
93 228 283
93 283 384
94 145 239
94 145 460
94 218 412
94 218 476
94 239 476
94 344 367
94 344 412
94 367 460
95 148 238
95 148 457
95 219 409
95 219 473
95 238 473
95 341 366
95 341 409
95 366 457
96 141 300
96 180 300
96 180 381
96 225 282
96 282 381
97 104 166
97 134 166
97 134 392
97 222 232
97 222 392
98 172 387
98 172 425
98 253 360
98 253 494
98 360 423
98 425 494
99 169 386
99 169 428
99 256 357
99 256 495
99 357 422
99 428 495
100 101 167
100 135 167
100 135 389
100 223 229
100 223 389
101 167 174
101 174 396
101 236 274
101 274 396
102 112 365
102 112 431
102 205 358
102 205 496
102 358 407
102 365 496
103 109 368
103 109 430
103 208 359
103 208 493
103 359 406
103 368 493
104 166 175
104 175 393
104 233 275
104 275 393
105 151 364
105 151 445
105 176 329
105 209 364
105 329 445
106 200 485
106 279 309
106 279 402
106 394 405
106 394 485
106 402 405
107 197 488
107 278 312
107 278 403
107 395 408
107 395 488
107 403 408
108 150 361
108 150 448
108 173 332
108 212 361
108 332 448
109 180 333
109 213 368
109 333 430
110 253 276
110 276 346
110 322 471
110 322 473
110 346 473
110 380 471
111 256 273
111 273 347
111 323 470
111 323 476
111 347 476
111 377 470
112 177 336
112 216 365
112 336 431
113 184 337
113 198 259
113 198 337
113 217 372
113 259 372
114 127 212
114 127 441
114 155 193
114 155 384
114 193 212
114 318 327
114 318 441
114 327 384
115 126 209
115 126 444
115 154 196
115 154 381
115 196 209
115 319 326
115 319 444
115 326 381
116 181 340
116 199 258
116 199 340
116 220 369
116 258 369
117 188 341
117 195 314
117 195 376
117 221 376
117 314 341
118 123 257
118 123 388
118 226 252
118 226 437
118 252 257
118 318 391
118 318 437
118 388 391
119 122 260
119 122 385
119 227 249
119 227 440
119 249 260
119 319 390
119 319 440
119 385 390
120 185 344
120 194 315
120 194 373
120 224 373
120 315 344
121 192 345
121 193 352
121 223 352
121 223 429
121 345 429
