1 2 3
1 2 4
1 3 5
1 4 7
1 5 8
1 7 12
1 8 14
1 12 20
1 14 24
1 20 34
1 24 34
2 3 6
2 4 10
2 6 11
2 10 22
2 11 19
2 19 33
2 22 37
2 33 49
2 37 49
3 5 9
3 6 13
3 9 17
3 13 23
3 17 31
3 23 38
3 31 48
3 38 48
4 7 16
4 10 18
4 16 29
4 18 32
4 29 41
4 32 43
4 41 58
4 43 58
5 8 15
5 9 21
5 15 29
5 21 36
5 29 44
5 36 40
5 40 57
5 44 57
6 11 27
6 13 25
6 25 36
6 26 32
6 26 60
6 27 32
6 28 36
6 28 60
7 12 28
7 16 30
7 17 28
7 17 52
7 27 47
7 27 57
7 30 47
7 52 57
8 14 26
8 15 35
8 22 26
8 22 52
8 25 51
8 25 58
8 35 51
8 52 58
9 16 51
9 16 60
9 17 43
9 19 42
9 19 43
9 21 39
9 39 51
9 42 60
10 15 47
10 15 60
10 18 39
10 22 40
10 23 40
10 23 45
10 39 47
10 45 60
11 12 44
11 12 45
11 19 44
11 21 56
11 21 58
11 27 35
11 35 56
11 45 58
12 20 45
12 28 46
12 39 48
12 39 51
12 44 48
12 46 51
13 14 41
13 14 42
13 18 56
13 18 57
13 23 41
13 25 30
13 30 56
13 42 57
14 24 42
14 26 50
14 39 47
14 39 49
14 41 49
14 47 50
15 27 35
15 27 47
15 29 33
15 31 33
15 31 53
15 53 60
16 25 30
16 25 51
16 29 38
16 37 38
16 37 54
16 54 60
17 28 49
17 31 52
17 35 49
17 35 56
17 43 50
17 50 56
18 20 31
18 20 54
18 21 39
18 21 56
18 31 32
18 54 57
19 30 34
19 30 47
19 33 42
19 34 43
19 44 55
19 47 55
20 25 33
20 25 36
20 31 33
20 34 54
20 36 50
20 45 50
21 24 37
21 24 53
21 36 37
21 53 58
22 26 48
22 30 48
22 30 56
22 37 52
22 40 46
22 46 56
23 34 35
23 34 40
23 35 51
23 38 45
23 41 55
23 51 55
24 27 32
24 27 38
24 32 46
24 34 53
24 37 38
24 42 46
25 33 59
25 58 59
26 32 43
26 43 50
26 44 48
26 44 54
26 54 60
27 38 59
27 57 59
28 36 40
28 40 46
28 41 49
28 41 53
28 53 60
29 33 46
29 38 50
29 41 44
29 46 56
29 50 56
30 34 53
30 48 53
31 32 55
31 48 53
31 52 55
32 46 51
32 51 55
33 42 46
33 49 59
34 35 54
34 40 43
35 49 54
36 37 55
36 47 50
36 47 55
37 49 54
37 52 55
38 45 50
38 48 59
39 48 59
39 49 59
40 43 59
40 57 59
41 44 55
41 53 58
42 45 52
42 45 60
42 52 57
43 58 59
44 54 57
45 52 58
