1 2 3
1 2 4
1 3 5
1 4 7
1 5 8
1 7 12
1 8 14
1 12 20
1 14 24
1 20 32
1 24 36
1 32 46
1 36 50
1 46 60
1 50 63
1 60 71
1 63 75
1 71 75
2 3 6
2 4 10
2 6 11
2 10 22
2 11 19
2 19 24
2 22 30
2 24 45
2 30 32
2 32 59
2 45 50
2 50 70
2 59 60
2 60 80
2 70 78
2 78 80
3 5 9
3 6 13
3 9 17
3 13 23
3 17 30
3 20 23
3 20 45
3 30 36
3 36 59
3 45 46
3 46 70
3 59 63
3 63 79
3 70 81
3 79 81
4 7 16
4 10 18
4 14 31
4 14 59
4 16 34
4 18 31
4 19 34
4 19 46
4 36 59
4 36 80
4 45 46
4 45 71
4 69 76
4 69 80
4 71 76
5 8 15
5 9 21
5 12 35
5 12 59
5 15 28
5 21 35
5 23 28
5 23 50
5 32 59
5 32 79
5 45 50
5 45 75
5 74 77
5 74 79
5 75 77
6 11 27
6 13 25
6 17 48
6 17 50
6 22 41
6 22 46
6 25 41
6 27 48
6 32 46
6 32 81
6 36 50
6 36 78
6 65 66
6 65 78
6 66 81
7 8 44
7 8 45
7 12 26
7 16 29
7 24 45
7 24 76
7 26 49
7 29 44
7 31 49
7 31 60
7 57 64
7 57 76
7 59 60
7 59 75
7 64 75
8 14 26
8 15 33
8 20 45
8 20 77
8 26 42
8 33 44
8 35 42
8 35 63
8 59 63
8 59 71
8 62 64
8 62 77
8 64 71
9 13 32
9 13 55
9 17 39
9 20 32
9 20 74
9 21 37
9 28 54
9 28 63
9 37 55
9 39 54
9 50 63
9 50 81
9 52 68
9 52 81
9 68 74
10 11 36
10 11 58
10 18 40
10 22 38
10 24 36
10 24 69
10 34 51
10 34 60
10 38 51
10 40 58
10 46 60
10 46 78
10 53 73
10 53 78
10 69 73
11 19 38
11 27 43
11 30 36
11 30 65
11 38 61
11 41 61
11 41 70
11 43 58
11 46 70
11 46 80
11 53 67
11 53 80
11 65 67
12 14 59
12 14 64
12 15 20
12 15 62
12 26 33
12 33 35
12 42 64
12 42 77
12 44 62
12 44 71
12 45 63
12 45 71
12 63 77
13 23 39
13 25 47
13 30 32
13 30 66
13 39 56
13 47 55
13 48 56
13 48 70
13 50 70
13 50 79
13 52 72
13 52 79
13 66 72
14 16 24
14 16 57
14 26 29
14 29 31
14 44 57
14 44 75
14 45 60
14 45 75
14 49 64
14 49 76
14 60 76
15 20 21
15 21 58
15 28 53
15 33 51
15 38 73
15 38 74
15 40 42
15 40 53
15 42 75
15 51 58
15 62 73
15 63 74
15 63 75
16 18 24
16 18 55
16 29 54
16 34 52
16 37 49
16 37 52
16 39 68
16 39 69
16 49 71
16 54 55
16 57 68
16 60 69
16 60 71
17 23 50
17 23 52
17 25 30
17 25 72
17 32 70
17 32 79
17 39 47
17 47 48
17 52 56
17 55 72
17 55 79
17 56 66
17 66 70
18 19 24
18 19 73
18 31 52
18 39 72
18 39 76
18 40 56
18 47 51
18 47 52
18 51 80
18 55 56
18 60 76
18 60 80
18 72 73
19 22 46
19 22 53
19 34 40
19 36 60
19 36 78
19 38 40
19 51 53
19 51 69
19 58 73
19 58 78
19 60 69
20 21 23
20 28 77
20 28 79
20 35 74
20 35 75
20 50 59
20 50 79
20 59 75
21 23 68
21 35 53
21 37 61
21 38 67
21 38 77
21 43 53
21 43 54
21 54 79
21 58 61
21 63 77
21 63 79
21 67 68
22 27 30
22 27 67
22 36 70
22 36 80
22 38 43
22 41 43
22 53 61
22 58 67
22 58 80
22 61 65
22 65 70
23 28 37
23 32 63
23 32 81
23 37 39
23 52 54
23 54 74
23 55 68
23 55 81
23 63 74
24 31 69
24 31 71
24 34 76
24 34 80
24 46 59
24 46 80
24 59 71
25 26 62
25 26 65
25 27 30
25 27 44
25 33 56
25 33 64
25 41 64
25 42 44
25 42 47
25 56 81
25 62 72
25 65 70
25 70 81
26 27 57
26 27 66
26 29 41
26 33 48
26 41 48
26 42 66
26 49 65
26 57 71
26 62 75
26 71 75
27 29 61
27 29 64
27 43 49
27 44 49
27 48 64
27 57 67
27 61 78
27 66 70
27 70 78
28 35 38
28 35 63
28 37 67
28 38 43
28 43 68
28 53 61
28 54 61
28 58 67
28 58 77
28 68 79
29 31 68
29 37 43
29 37 76
29 41 67
29 43 65
29 44 65
29 54 67
29 61 68
29 64 71
29 71 76
30 41 66
30 41 78
30 46 50
30 46 78
30 48 65
30 48 81
30 50 81
31 34 39
31 34 60
31 37 39
31 37 57
31 49 54
31 52 54
31 55 68
31 55 69
31 57 71
32 36 45
32 36 70
32 45 63
33 35 73
33 40 47
33 40 77
33 44 66
33 47 66
33 48 72
33 51 72
33 56 73
33 64 75
33 75 77
34 39 47
34 40 72
34 47 73
34 51 56
34 52 56
34 55 72
34 55 76
34 73 80
35 38 40
35 40 62
35 42 51
35 51 53
35 58 73
35 58 74
35 62 75
36 45 60
37 43 74
37 49 67
37 52 79
37 55 76
37 57 61
37 74 79
38 51 77
38 61 74
38 67 78
38 73 80
38 78 80
39 54 76
39 56 69
39 68 79
39 72 81
39 79 81
40 42 72
40 47 69
40 53 80
40 56 62
40 58 77
40 69 80
41 43 57
41 44 57
41 44 66
41 48 70
41 49 61
41 49 64
41 67 78
42 44 75
42 47 73
42 48 56
42 48 64
42 51 56
42 66 72
42 73 77
43 49 68
43 53 78
43 54 57
43 58 74
43 65 78
44 48 62
44 48 65
44 49 71
46 50 59
47 48 62
47 51 62
47 52 81
47 55 69
47 66 81
48 72 81
49 54 61
49 65 67
49 68 76
51 58 80
51 62 77
51 69 72
52 68 76
52 69 72
52 69 76
53 67 74
53 73 77
53 74 77
54 55 79
54 57 76
54 67 74
55 56 81
56 62 66
56 69 73
57 61 65
57 64 65
57 67 68
58 61 78
61 68 74
62 64 66
62 72 73
64 65 66
