1 2 3
1 2 4
1 3 5
1 4 7
1 5 9
1 7 12
1 9 16
1 12 21
1 16 28
1 21 34
1 28 41
1 34 41
2 3 6
2 4 8
2 6 11
2 8 15
2 11 20
2 15 27
2 20 28
2 27 34
2 28 49
2 34 49
3 5 10
3 6 13
3 10 19
3 13 25
3 19 27
3 21 25
3 21 49
3 27 41
3 41 49
4 7 14
4 8 17
4 14 26
4 16 32
4 16 49
4 17 32
4 20 26
4 20 41
4 41 49
5 9 18
5 10 22
5 12 38
5 12 49
5 18 33
5 22 38
5 25 33
5 25 34
5 34 49
6 11 23
6 13 29
6 15 41
6 15 45
6 19 34
6 19 39
6 23 39
6 29 45
6 34 41
7 9 46
7 9 49
7 12 24
7 14 30
7 24 40
7 28 32
7 28 49
7 30 46
7 32 40
8 11 41
8 11 51
8 15 31
8 17 35
8 26 28
8 26 47
8 28 41
8 31 47
8 35 51
9 16 24
9 18 36
9 21 38
9 21 49
9 24 48
9 36 46
9 38 48
10 13 34
10 13 44
10 19 37
10 21 33
10 21 34
10 22 42
10 33 52
10 37 52
10 42 44
11 20 31
11 23 43
11 27 41
11 27 45
11 31 53
11 43 51
11 45 53
12 16 46
12 16 49
12 18 21
12 18 48
12 24 36
12 36 38
12 46 48
13 25 37
13 27 34
13 27 39
13 29 50
13 37 54
13 39 54
13 44 50
14 16 28
14 16 40
14 17 28
14 17 37
14 26 44
14 30 42
14 37 42
14 40 52
14 44 52
15 20 41
15 20 51
15 23 27
15 23 53
15 31 43
15 43 45
15 51 53
16 24 30
16 30 32
16 40 46
17 20 28
17 20 47
17 32 44
17 35 50
17 37 50
17 44 54
17 47 54
18 21 22
18 22 31
18 31 35
18 33 51
18 35 36
18 47 48
18 47 51
19 25 34
19 25 44
19 27 29
19 29 54
19 37 50
19 39 50
19 44 54
20 26 35
20 31 35
20 47 51
21 22 25
21 33 38
22 25 52
22 31 43
22 38 51
22 42 43
22 51 53
22 52 53
23 24 29
23 24 30
23 27 29
23 30 43
23 39 46
23 40 46
23 40 53
24 29 36
24 39 45
24 39 48
24 40 45
25 33 42
25 37 42
25 44 52
26 28 32
26 32 37
26 35 54
26 37 54
26 44 50
26 47 50
27 39 45
29 36 50
29 45 46
29 46 48
29 48 54
30 32 52
30 42 43
30 45 46
30 45 53
30 52 53
31 33 38
31 33 53
31 38 47
32 37 52
32 40 42
32 42 44
33 42 53
33 43 51
33 43 52
35 36 50
35 38 48
35 38 51
35 48 54
36 38 47
36 39 46
36 39 54
36 47 54
39 48 50
40 42 53
40 43 45
40 43 52
47 48 50
