1 2 3
1 2 4
1 3 5
1 4 7
1 5 8
1 7 12
1 8 14
1 12 20
1 14 20
2 3 6
2 4 10
2 6 11
2 10 22
2 11 19
2 19 32
2 22 32
3 5 9
3 6 13
3 9 17
3 13 23
3 17 30
3 23 30
4 7 16
4 10 18
4 16 34
4 18 31
4 31 49
4 34 49
5 8 15
5 9 21
5 15 28
5 21 35
5 28 48
5 35 48
6 11 26
6 13 24
6 24 44
6 26 52
6 44 70
6 52 70
7 12 27
7 16 29
7 27 53
7 29 35
7 35 71
7 53 71
8 14 25
8 15 33
8 25 45
8 31 33
8 31 71
8 45 71
9 17 40
9 21 36
9 36 52
9 40 74
9 52 95
9 74 95
10 18 41
10 22 37
10 37 64
10 41 44
10 44 96
10 64 96
11 19 42
11 26 46
11 34 46
11 34 96
11 42 75
11 75 96
12 20 43
12 23 47
12 23 48
12 27 47
12 43 76
12 48 76
13 23 38
13 24 50
13 28 50
13 28 95
13 38 65
13 65 95
14 19 49
14 19 51
14 20 39
14 25 51
14 39 66
14 49 66
15 28 59
15 33 54
15 54 74
15 59 98
15 74 127
15 98 127
16 29 60
16 34 55
16 55 89
16 60 64
16 64 128
16 89 128
17 22 67
17 22 70
17 30 61
17 40 67
17 61 99
17 70 99
18 31 62
18 41 68
18 53 68
18 53 128
18 62 100
18 100 128
19 32 63
19 42 51
19 49 101
19 63 101
20 30 32
20 30 73
20 32 69
20 39 73
20 43 69
21 35 56
21 36 72
21 45 72
21 45 127
21 56 90
21 90 127
22 32 57
22 37 67
22 57 91
22 70 91
23 30 58
23 38 47
23 48 92
23 58 92
24 44 83
24 50 77
24 75 77
24 75 163
24 83 131
24 131 163
25 45 84
25 51 78
25 78 98
25 84 132
25 98 164
25 132 164
26 46 85
26 52 79
26 65 85
26 65 163
26 79 121
26 121 163
27 47 86
27 53 80
27 80 122
27 86 89
27 89 165
27 122 165
28 48 87
28 50 59
28 87 133
28 95 133
29 35 56
29 56 134
29 60 93
29 76 93
29 76 165
29 134 165
30 32 94
30 58 94
30 61 73
31 33 62
31 49 88
31 71 111
31 88 111
32 57 69
32 63 94
33 54 97
33 62 123
33 66 97
33 66 164
33 123 164
34 46 55
34 49 81
34 81 124
34 96 124
35 48 82
35 71 120
35 82 120
36 52 79
36 72 102
36 79 169
36 99 102
36 99 200
36 169 200
37 64 112
37 67 103
37 100 103
37 100 201
37 112 170
37 170 201
38 47 104
38 65 113
38 104 131
38 113 171
38 131 198
38 171 198
39 66 114
39 73 105
39 105 132
39 114 158
39 132 162
39 158 162
40 67 115
40 74 106
40 90 115
40 90 200
40 106 155
40 155 200
41 44 83
41 68 116
41 83 156
41 91 116
41 91 201
41 156 201
42 51 117
42 75 107
42 107 157
42 117 121
42 121 202
42 157 202
43 69 118
43 76 108
43 108 158
43 118 122
43 122 168
43 158 168
44 70 119
44 96 144
44 119 144
45 71 110
45 72 84
45 110 172
45 127 172
46 55 136
46 85 125
46 101 125
46 101 202
46 136 202
47 73 126
47 73 168
47 86 126
47 104 168
48 76 87
48 82 92
49 66 81
49 88 101
50 59 150
50 77 129
50 92 129
50 92 198
50 150 198
51 69 130
51 69 162
51 78 130
51 117 162
52 70 109
52 95 154
52 109 154
53 68 80
53 71 110
53 110 159
53 128 159
54 74 106
54 97 135
54 106 141
54 133 135
54 133 234
54 141 234
55 89 146
55 134 136
55 134 235
55 146 204
55 204 235
56 90 147
56 134 169
56 147 205
56 169 232
56 205 232
57 69 137
57 91 148
57 137 170
57 148 196
57 160 170
57 160 196
58 92 149
58 94 138
58 126 171
58 126 194
58 138 171
58 149 194
59 98 139
59 123 150
59 123 234
59 139 193
59 193 234
60 64 112
60 93 151
60 112 147
60 124 151
60 124 235
60 147 235
61 73 152
61 99 140
61 140 194
61 152 155
61 155 167
61 167 194
62 100 141
62 123 156
62 141 195
62 156 236
62 195 236
63 94 153
63 101 142
63 130 157
63 130 196
63 142 196
63 153 157
64 96 145
64 128 182
64 145 182
65 85 113
65 95 143
65 143 206
65 163 206
66 81 176
66 97 114
66 164 176
67 94 160
67 94 167
67 103 167
67 115 160
68 80 175
68 111 161
68 111 236
68 116 161
68 175 236
69 118 130
69 137 162
70 91 109
70 99 119
71 111 120
72 84 184
72 102 166
72 120 166
72 120 232
72 184 232
73 105 126
73 152 168
74 95 143
74 127 192
74 143 192
75 77 107
75 96 145
75 145 197
75 163 197
76 87 190
76 93 108
76 165 190
77 107 139
77 129 173
77 139 258
77 144 173
77 144 258
78 98 139
78 107 139
78 107 259
78 130 174
78 172 174
78 172 259
79 121 184
79 136 169
79 136 257
79 184 237
79 237 257
80 104 175
80 104 260
80 122 185
80 185 217
80 217 260
81 124 186
81 125 203
81 125 204
81 176 204
81 186 203
82 92 177
82 93 199
82 93 205
82 120 187
82 177 205
82 187 199
83 131 175
83 150 156
83 150 258
83 175 231
83 231 258
84 117 184
84 117 259
84 132 178
84 178 225
84 225 259
85 113 146
85 125 188
85 146 257
85 154 188
85 154 257
86 89 146
86 113 146
86 113 260
86 126 189
86 159 189
86 159 260
87 129 193
87 129 199
87 133 179
87 179 199
87 190 193
88 97 195
88 97 203
88 101 191
88 111 180
88 180 203
88 191 195
89 128 183
89 165 220
89 183 220
90 115 147
90 127 181
90 181 238
90 200 238
91 109 212
91 116 148
91 201 212
92 129 149
92 177 198
93 108 211
93 151 199
93 205 211
94 138 160
94 153 167
95 133 154
96 124 144
97 114 222
97 135 203
97 195 222
98 127 181
98 164 230
98 181 230
99 102 140
99 119 229
99 200 229
100 103 141
100 128 183
100 183 233
100 201 233
101 125 142
101 191 202
102 109 207
102 109 237
102 140 178
102 166 207
102 178 237
103 106 141
103 106 269
103 167 208
103 182 208
103 182 269
104 131 175
104 168 209
104 206 209
104 206 260
105 126 210
105 132 178
105 140 178
105 140 270
105 176 210
105 176 270
106 155 222
106 222 247
106 247 269
107 157 223
107 223 246
107 246 259
108 137 211
108 137 271
108 158 215
108 179 215
108 179 271
109 154 224
109 207 224
109 212 237
110 159 225
110 161 166
110 161 217
110 166 225
110 172 217
111 120 213
111 161 180
111 213 236
112 115 147
112 115 269
112 170 211
112 211 255
112 255 269
113 171 214
113 214 254
113 254 260
114 152 222
114 152 270
114 158 215
114 186 215
114 186 270
115 160 226
115 192 226
115 192 269
116 119 207
116 119 231
116 148 185
116 161 207
116 185 231
117 121 184
117 162 227
117 197 227
117 197 259
118 122 185
118 130 228
118 148 185
118 148 271
118 190 228
118 190 271
119 144 216
119 207 216
119 229 231
120 166 187
120 213 232
121 163 218
121 202 251
121 218 251
122 165 221
122 168 252
122 221 252
123 150 156
123 164 219
123 219 233
123 233 234
124 144 242
124 151 186
124 235 242
125 142 214
125 188 203
125 204 214
126 171 210
126 189 194
127 172 192
128 159 182
129 149 223
129 173 199
129 193 223
130 157 228
130 174 196
131 163 218
131 198 256
131 218 256
132 162 240
132 164 219
132 219 240
133 135 179
133 154 243
133 234 243
134 136 169
134 165 221
134 221 238
134 235 238
135 143 188
135 143 247
135 179 215
135 188 203
135 215 247
136 202 239
136 220 239
136 220 257
137 162 240
137 170 211
137 212 240
137 212 271
138 142 214
138 142 272
138 160 241
138 171 214
138 177 241
138 177 272
139 193 228
139 228 265
139 258 265
140 194 245
140 216 245
140 216 270
141 195 253
141 234 264
141 253 264
142 180 244
142 180 272
142 196 244
143 188 254
143 192 254
143 206 247
144 173 216
144 242 258
145 151 173
145 151 255
145 173 246
145 182 246
145 197 255
146 204 210
146 210 268
146 257 268
147 205 241
147 235 266
147 241 266
148 196 244
148 224 244
148 224 271
149 153 223
149 153 272
149 187 245
149 187 272
149 194 245
150 198 250
150 230 250
150 230 258
151 173 199
151 186 215
151 215 255
152 155 222
152 168 252
152 229 252
152 229 270
153 157 223
153 167 253
153 191 253
153 191 272
154 188 224
154 243 257
155 167 253
155 200 248
155 248 253
156 201 249
156 236 256
156 249 256
157 202 239
157 228 239
158 162 227
158 168 209
158 209 227
159 182 262
159 189 225
159 260 262
160 170 241
160 196 226
161 166 207
161 180 244
161 217 244
163 197 206
