1 2 3
1 2 4
1 3 5
1 4 7
1 5 8
1 7 12
1 8 14
1 12 20
1 14 24
1 20 34
1 24 40
1 34 40
2 3 6
2 4 10
2 6 11
2 10 22
2 11 19
2 19 33
2 22 38
2 33 54
2 38 58
2 54 58
3 5 9
3 6 13
3 9 17
3 13 23
3 17 31
3 23 39
3 31 52
3 39 59
3 52 59
4 7 16
4 10 18
4 16 36
4 18 32
4 32 53
4 36 56
4 53 76
4 56 74
4 74 76
5 8 15
5 9 21
5 15 29
5 21 37
5 29 51
5 37 57
5 51 74
5 57 80
5 74 80
6 11 27
6 13 25
6 25 48
6 27 55
6 48 72
6 55 77
6 72 80
6 76 77
6 76 80
7 12 28
7 16 30
7 28 49
7 30 37
7 37 75
7 49 78
7 52 78
7 52 98
7 75 98
8 14 26
8 15 35
8 26 49
8 32 35
8 32 79
8 49 73
8 58 73
8 58 103
8 79 103
9 17 45
9 21 41
9 41 55
9 45 71
9 54 94
9 54 103
9 55 93
9 71 94
9 93 103
10 18 41
10 22 42
10 41 48
10 42 70
10 48 99
10 59 94
10 59 98
10 70 94
10 98 99
11 19 46
11 27 35
11 34 73
11 34 87
11 35 36
11 36 96
11 46 70
11 70 73
11 87 96
12 20 47
12 23 50
12 23 97
12 28 50
12 29 47
12 29 100
12 33 92
12 33 100
12 92 97
13 23 43
13 25 30
13 29 30
13 29 101
13 40 78
13 40 87
13 43 71
13 71 78
13 87 101
14 19 50
14 19 102
14 24 44
14 26 50
14 36 44
14 36 95
14 39 86
14 39 95
14 86 102
15 27 35
15 27 71
15 29 65
15 59 72
15 59 86
15 65 83
15 71 106
15 72 83
15 86 106
16 25 30
16 25 70
16 36 60
16 54 77
16 54 92
16 60 90
16 70 105
16 77 90
16 92 105
17 20 69
17 20 95
17 22 50
17 22 109
17 31 66
17 45 50
17 48 66
17 48 95
17 69 109
18 21 41
18 21 49
18 32 67
18 40 51
18 40 64
18 49 89
18 51 90
18 64 89
18 67 90
19 31 91
19 31 108
19 32 68
19 32 108
19 33 68
19 46 50
19 91 102
20 34 69
20 35 38
20 35 47
20 38 110
20 53 95
20 53 104
20 104 110
21 34 56
21 34 69
21 37 61
21 49 82
21 56 83
21 61 83
21 69 82
22 24 64
22 24 100
22 38 62
22 42 50
22 55 62
22 55 100
22 64 109
23 37 63
23 37 108
23 38 85
23 38 108
23 39 63
23 43 50
23 85 97
24 30 31
24 30 44
24 31 110
24 40 64
24 57 100
24 57 107
24 107 110
25 48 88
25 53 58
25 53 84
25 58 85
25 70 107
25 84 88
25 85 107
26 45 50
26 45 83
26 49 89
26 62 89
26 62 93
26 80 93
26 80 107
26 83 85
26 85 107
27 52 57
27 52 91
27 55 81
27 57 84
27 71 104
27 81 84
27 91 104
28 42 50
28 42 90
28 49 82
28 66 82
28 66 99
28 76 99
28 76 104
28 90 91
28 91 104
29 30 65
29 47 101
29 51 90
29 55 90
29 55 100
30 31 66
30 37 61
30 44 65
30 61 66
31 51 105
31 51 108
31 52 91
31 105 110
32 35 67
32 37 84
32 37 108
32 53 84
32 68 79
33 39 41
33 39 110
33 41 68
33 54 92
33 72 82
33 72 100
33 82 110
34 40 87
34 56 102
34 73 75
34 75 81
34 81 102
35 36 60
35 38 62
35 47 60
35 62 67
36 44 96
36 48 83
36 48 95
36 56 83
37 57 84
37 63 75
38 56 106
38 56 108
38 58 85
38 106 110
39 41 63
39 59 86
39 77 89
39 77 95
39 89 110
40 51 97
40 78 79
40 79 88
40 88 97
41 48 88
41 55 81
41 63 88
41 68 81
42 63 75
42 63 107
42 70 107
42 74 75
42 74 106
42 86 90
42 86 106
43 44 96
43 44 106
43 46 50
43 46 84
43 64 84
43 64 89
43 71 106
43 76 89
43 76 96
44 62 63
44 62 65
44 63 88
44 88 103
44 103 106
45 68 79
45 68 104
45 71 104
45 74 79
45 74 105
45 83 92
45 92 105
46 47 101
46 47 105
46 69 82
46 69 84
46 70 105
46 80 82
46 80 101
47 60 66
47 66 68
47 68 81
47 81 98
47 98 105
48 66 99
48 72 83
49 70 71
49 70 73
49 71 78
51 73 99
51 73 108
51 74 105
51 97 99
52 57 97
52 59 98
52 60 93
52 60 97
52 78 93
53 58 102
53 76 104
53 94 95
53 94 101
53 101 102
54 58 103
54 61 96
54 61 109
54 77 109
54 94 96
55 62 93
55 77 90
56 74 106
56 78 93
56 78 108
56 93 102
57 80 107
57 94 96
57 94 100
57 96 97
58 65 99
58 65 102
58 73 99
59 67 101
59 67 109
59 72 109
59 94 101
60 66 103
60 85 86
60 85 97
60 86 90
60 93 103
61 64 85
61 64 109
61 66 68
61 68 87
61 83 85
61 87 96
62 63 67
62 65 98
62 89 98
63 67 87
63 87 107
64 81 84
64 81 86
64 85 86
65 83 92
65 91 92
65 91 102
65 98 99
66 82 103
67 69 91
67 69 109
67 87 101
67 90 91
68 87 104
69 84 88
69 88 92
69 91 92
70 71 94
72 78 79
72 78 100
72 79 109
72 80 82
73 75 77
73 77 95
73 95 108
74 75 79
74 76 80
75 77 109
75 79 109
75 81 98
76 77 89
76 96 99
78 100 108
79 88 103
80 93 101
81 86 102
82 103 106
82 106 110
87 104 107
88 92 97
89 98 105
89 105 110
93 101 102
94 95 100
95 100 108
96 97 99
104 107 110
