1 2 3
1 2 4
1 3 5
1 4 7
1 5 8
1 7 12
1 8 14
1 12 20
1 14 24
1 20 32
1 24 36
1 32 36
2 3 6
2 4 10
2 6 11
2 10 22
2 11 19
2 19 24
2 22 30
2 24 45
2 30 32
2 32 45
3 5 9
3 6 13
3 9 17
3 13 23
3 17 30
3 20 23
3 20 45
3 30 36
3 36 45
4 7 16
4 10 18
4 14 31
4 14 45
4 16 34
4 18 31
4 19 34
4 19 36
4 36 45
5 8 15
5 9 21
5 12 35
5 12 45
5 15 28
5 21 35
5 23 28
5 23 32
5 32 45
6 11 27
6 13 25
6 17 32
6 17 47
6 22 36
6 22 41
6 25 41
6 27 47
6 32 36
7 8 44
7 8 45
7 12 26
7 16 29
7 24 31
7 24 45
7 26 48
7 29 44
7 31 48
8 14 26
8 15 33
8 20 35
8 20 45
8 26 42
8 33 44
8 35 42
9 13 32
9 13 53
9 17 39
9 20 28
9 20 32
9 21 37
9 28 59
9 37 53
9 39 59
10 11 36
10 11 57
10 18 40
10 22 38
10 24 34
10 24 36
10 34 54
10 38 54
10 40 57
11 19 38
11 27 43
11 30 36
11 30 41
11 38 60
11 41 60
11 43 57
12 14 44
12 14 45
12 15 20
12 15 42
12 26 33
12 33 35
12 42 44
13 23 39
13 25 46
13 30 32
13 30 47
13 39 55
13 46 53
13 47 55
14 16 24
14 16 48
14 26 29
14 29 31
14 44 48
15 20 21
15 21 68
15 28 51
15 33 49
15 42 74
15 49 68
15 51 74
16 18 24
16 18 72
16 29 52
16 34 50
16 48 69
16 50 69
16 52 72
17 23 32
17 23 53
17 25 30
17 25 55
17 39 46
17 46 47
17 53 55
18 19 24
18 19 54
18 31 50
18 40 56
18 50 75
18 54 75
18 56 72
19 22 36
19 22 57
19 34 40
19 38 40
19 54 57
20 21 23
20 28 35
21 23 59
21 35 51
21 37 58
21 51 70
21 58 68
21 59 70
22 27 30
22 27 60
22 38 43
22 41 43
22 57 60
23 28 37
23 37 39
23 53 59
24 31 34
25 27 30
25 27 86
25 41 63
25 46 61
25 55 91
25 61 86
25 63 91
26 29 62
26 33 67
26 42 65
26 48 64
26 62 67
26 64 65
27 43 66
27 47 63
27 60 87
27 63 87
27 66 86
28 35 68
28 37 70
28 51 58
28 58 59
28 68 70
29 31 69
29 44 64
29 52 71
29 62 71
29 64 92
29 69 92
30 41 47
31 34 72
31 48 52
31 50 52
31 69 72
33 35 74
33 44 65
33 49 73
33 65 88
33 67 73
33 74 88
34 40 75
34 50 56
34 54 56
34 72 75
35 42 49
35 49 51
35 68 74
37 39 78
37 53 79
37 58 76
37 70 107
37 76 78
37 79 107
38 40 85
38 43 77
38 54 80
38 60 81
38 77 85
38 80 81
39 46 83
39 55 82
39 59 79
39 78 83
39 79 82
40 56 84
40 57 80
40 75 103
40 80 103
40 84 85
41 43 87
41 47 86
41 60 66
41 63 66
41 86 87
42 44 67
42 49 88
42 65 73
42 67 88
42 73 74
43 57 81
43 66 89
43 77 89
43 81 108
43 87 108
44 48 62
44 62 65
44 64 67
46 47 91
46 53 82
46 61 90
46 82 104
46 83 90
46 91 104
47 55 61
47 61 63
47 86 91
48 52 92
48 62 92
48 64 71
48 69 71
49 51 95
49 68 96
49 73 93
49 88 125
49 93 95
49 96 125
50 52 102
50 56 94
50 69 97
50 75 98
50 94 102
50 97 98
51 58 100
51 70 99
51 74 96
51 95 100
51 96 99
52 71 101
52 72 97
52 92 121
52 97 121
52 101 102
53 55 83
53 59 78
53 78 82
53 79 83
54 56 103
54 57 85
54 75 84
54 80 84
54 85 103
55 61 104
55 82 90
55 83 104
55 90 91
56 72 98
56 84 105
56 94 105
56 98 126
56 103 126
57 60 77
57 77 80
57 81 85
58 59 107
58 68 99
58 76 106
58 99 122
58 100 106
58 107 122
59 70 76
59 76 79
59 78 107
60 66 108
60 77 108
60 81 89
60 87 89
61 63 111
61 86 114
61 90 109
61 104 143
61 109 111
61 114 143
62 65 113
62 67 115
62 71 110
62 92 112
62 110 113
62 112 115
63 66 118
63 87 116
63 91 114
63 111 118
63 114 116
64 65 115
64 67 113
64 71 112
64 92 110
64 110 115
64 112 113
65 73 119
65 88 117
65 113 119
65 115 117
66 86 116
66 89 120
66 108 140
66 116 140
66 118 120
67 73 117
67 88 119
67 113 117
67 115 119
68 70 100
68 74 95
68 95 99
68 96 100
69 71 121
69 72 102
69 92 101
69 97 101
69 102 121
70 76 122
70 99 106
70 100 122
70 106 107
71 101 123
71 110 142
71 112 123
71 121 142
72 75 94
72 94 97
72 98 102
73 74 125
73 93 124
73 117 141
73 119 124
73 125 141
74 88 93
74 93 96
74 95 125
75 84 126
75 94 126
75 98 105
75 103 105
76 78 129
76 79 130
76 106 127
76 122 154
76 127 130
76 129 154
77 80 131
77 85 134
77 89 128
77 108 132
77 128 131
77 132 134
78 82 133
78 83 135
78 107 130
78 129 133
78 130 135
79 82 135
79 83 133
79 107 129
79 129 135
79 130 133
80 81 134
80 84 138
80 103 136
80 131 138
80 134 136
81 85 131
81 89 132
81 108 128
81 128 134
81 131 132
82 90 139
82 104 137
82 133 139
82 135 137
83 90 137
83 104 139
83 133 137
83 135 139
84 85 136
84 105 127
84 126 154
84 127 138
84 136 154
85 103 138
85 131 136
85 134 138
86 87 118
86 91 111
86 111 116
86 114 118
87 89 140
87 108 120
87 116 120
87 118 140
88 93 141
88 117 124
88 119 141
88 124 125
89 120 124
89 124 132
89 128 141
89 140 141
90 91 143
90 109 123
90 123 139
90 137 142
90 142 143
91 104 109
91 109 114
91 111 143
92 101 142
92 110 123
92 112 142
92 121 123
93 95 145
93 96 146
93 120 124
93 120 146
93 140 141
93 140 145
94 97 147
94 102 150
94 105 144
94 126 148
94 144 147
94 148 150
95 99 149
95 100 151
95 125 146
95 145 149
95 146 151
96 99 151
96 100 149
96 125 145
96 145 151
96 146 149
97 98 150
97 101 153
97 121 152
97 147 153
97 150 152
98 102 147
98 105 148
98 126 144
98 144 150
98 147 148
99 106 148
99 122 144
99 144 151
99 148 149
100 106 144
100 122 148
100 144 149
100 148 151
101 102 152
101 109 123
101 109 153
101 142 143
101 143 152
102 121 153
102 147 152
102 150 153
103 105 154
103 126 127
103 127 136
103 138 154
104 109 142
104 123 137
104 123 143
104 139 142
105 106 127
105 106 148
105 122 144
105 122 154
106 107 154
106 126 144
106 126 154
107 122 127
107 127 129
107 130 154
108 120 141
108 124 128
108 124 140
108 132 141
109 111 152
109 114 153
109 121 142
109 121 152
110 113 155
110 115 156
110 123 139
110 137 142
110 137 156
110 139 155
111 116 157
111 118 159
111 143 153
111 152 157
111 153 159
112 113 156
112 115 155
112 123 137
112 137 155
112 139 142
112 139 156
113 117 158
113 119 160
113 155 158
113 156 160
114 116 159
114 118 157
114 143 152
114 152 159
114 153 157
115 117 160
115 119 158
115 155 160
115 156 158
116 120 146
116 140 145
116 145 159
116 146 157
117 124 132
117 128 141
117 128 160
117 132 158
118 120 145
118 140 146
118 145 157
118 146 159
119 124 128
119 128 158
119 132 141
119 132 160
120 125 141
120 125 145
121 123 143
121 143 153
122 126 127
122 126 148
124 125 140
125 140 146
127 129 138
127 130 136
128 131 158
128 134 160
129 133 161
129 135 162
129 136 154
129 136 162
129 138 161
130 133 162
130 135 161
130 136 161
130 138 154
130 138 162
131 132 160
131 136 161
131 138 162
131 158 161
131 160 162
132 134 158
133 137 155
133 139 156
133 155 161
133 156 162
134 136 162
134 138 161
134 158 162
134 160 161
135 137 156
135 139 155
135 155 162
135 156 161
144 147 149
144 150 151
145 149 157
145 151 159
146 149 159
146 151 157
147 148 151
147 149 157
147 151 159
147 152 157
147 153 159
148 149 150
149 150 159
150 151 157
150 152 159
150 153 157
155 158 161
155 160 162
156 158 162
156 160 161
