1 2 3
1 2 4
1 3 5
1 4 10
1 5 13
1 8 10
1 8 13
2 3 9
2 4 14
2 6 11
2 6 14
2 9 11
3 5 15
3 7 15
3 7 18
3 9 18
4 10 21
4 12 21
4 12 30
4 14 30
5 13 36
5 15 31
5 16 31
5 16 36
6 11 49
6 14 43
6 28 32
6 28 49
6 32 43
7 15 60
7 18 55
7 19 29
7 19 55
7 29 60
8 10 48
8 13 42
8 20 38
8 20 42
8 38 48
9 11 33
9 17 33
9 17 39
9 18 39
10 21 40
10 22 40
10 22 48
11 23 41
11 23 49
11 33 41
12 21 79
12 26 27
12 26 68
12 27 79
12 30 68
13 24 42
13 24 51
13 36 51
14 25 43
14 25 52
14 30 52
15 31 53
15 34 53
15 34 60
16 26 37
16 26 78
16 31 78
16 36 88
16 37 88
17 27 37
17 27 69
17 33 93
17 37 93
17 39 69
18 35 55
18 35 63
18 39 63
19 22 50
19 22 66
19 29 50
19 55 77
19 66 77
20 23 62
20 23 67
20 38 62
20 42 92
20 67 92
21 40 64
21 45 64
21 45 79
22 40 66
22 48 101
22 50 101
23 41 67
23 49 102
23 62 102
24 28 54
24 28 81
24 42 107
24 51 81
24 54 107
25 29 50
25 29 82
25 43 108
25 50 108
25 52 82
26 27 37
26 59 68
26 59 78
27 56 69
27 56 79
28 32 54
28 49 89
28 81 89
29 60 70
29 70 82
30 46 68
30 46 84
30 52 84
31 44 78
31 44 85
31 53 85
32 34 54
32 34 86
32 43 76
32 76 86
33 41 65
33 57 65
33 57 93
34 53 86
34 54 115
34 60 115
35 38 62
35 38 95
35 55 118
35 62 118
35 63 95
36 51 83
36 58 83
36 58 88
37 61 88
37 61 93
38 48 71
38 71 95
39 47 69
39 47 96
39 63 96
40 44 66
40 44 97
40 64 97
41 45 67
41 45 98
41 65 98
42 72 92
42 72 107
43 73 76
43 73 108
44 66 123
44 78 123
44 85 97
45 64 98
45 67 124
45 79 124
46 51 81
46 51 111
46 68 127
46 81 127
46 84 111
47 52 82
47 52 112
47 69 128
47 82 128
47 96 112
48 71 74
48 74 101
49 75 89
49 75 102
50 80 101
50 80 108
51 83 111
52 84 112
53 57 86
53 57 113
53 85 113
54 87 107
54 87 115
55 77 90
55 90 118
56 69 104
56 79 106
56 99 104
56 99 119
56 106 119
57 65 113
57 86 132
57 93 132
58 63 95
58 63 120
58 83 120
58 88 134
58 95 134
59 68 103
59 78 105
59 103 114
59 105 110
59 110 114
60 70 91
60 91 115
61 88 116
61 93 117
61 100 109
61 100 116
61 109 117
62 94 102
62 94 118
63 96 120
64 73 98
64 73 121
64 97 121
65 90 113
65 90 122
65 98 122
66 77 99
66 99 123
67 92 100
67 100 124
68 103 127
69 104 128
70 82 110
70 91 129
70 105 110
70 105 129
71 74 130
71 95 119
71 106 119
71 106 130
72 85 97
72 85 131
72 92 131
72 97 136
72 107 136
73 76 121
73 98 137
73 108 137
74 84 111
74 84 130
74 101 139
74 111 139
75 89 135
75 96 112
75 96 135
75 102 140
75 112 140
76 86 114
76 103 114
76 103 121
77 90 122
77 99 104
77 104 122
78 105 123
79 106 124
80 87 94
80 87 125
80 94 126
80 101 125
80 108 126
81 89 109
81 109 127
82 110 128
83 91 120
83 91 129
83 111 129
84 112 130
85 113 131
86 114 132
87 94 133
87 107 125
87 115 133
88 116 134
89 109 117
89 117 135
90 113 141
90 118 141
91 115 144
91 120 144
92 100 116
92 116 131
93 117 132
94 102 126
94 118 133
95 119 134
96 120 135
97 121 136
98 122 137
99 119 143
99 123 143
100 109 138
100 124 138
101 125 139
102 126 140
103 121 145
103 127 145
104 122 146
104 128 146
105 123 147
105 129 147
106 124 148
106 130 148
107 125 136
108 126 137
109 127 138
110 114 142
110 128 142
111 129 139
112 130 140
113 131 141
114 132 142
115 133 144
116 131 149
116 134 149
117 132 150
117 135 150
118 133 141
119 134 143
120 135 144
121 136 145
122 137 146
123 143 147
124 138 148
125 136 151
125 139 151
126 137 152
126 140 152
127 138 145
128 142 146
129 139 147
130 140 148
131 141 149
132 142 150
133 141 153
133 144 153
134 143 149
135 144 150
136 145 151
137 146 152
138 145 156
138 148 156
139 147 151
140 148 152
141 149 153
142 146 154
142 150 154
143 147 155
143 149 155
144 150 153
145 151 156
146 152 154
147 151 155
148 152 156
149 153 155
150 153 154
151 155 156
152 154 156
153 154 155
154 155 156
