1 2 3
1 2 4
1 3 5
1 4 7
1 5 8
1 7 12
1 8 14
1 12 20
1 14 24
1 20 32
1 24 36
1 32 36
2 3 6
2 4 10
2 6 11
2 10 22
2 11 19
2 19 24
2 22 30
2 24 45
2 30 32
2 32 45
3 5 9
3 6 13
3 9 17
3 13 23
3 17 30
3 20 23
3 20 45
3 30 36
3 36 45
4 7 16
4 10 18
4 14 31
4 14 45
4 16 34
4 18 31
4 19 34
4 19 36
4 36 45
5 8 15
5 9 21
5 12 35
5 12 45
5 15 28
5 21 35
5 23 28
5 23 32
5 32 45
6 11 27
6 13 25
6 17 32
6 17 47
6 22 36
6 22 41
6 25 41
6 27 47
6 32 36
7 8 44
7 8 45
7 12 26
7 16 29
7 24 31
7 24 45
7 26 48
7 29 44
7 31 48
8 14 26
8 15 33
8 20 35
8 20 45
8 26 42
8 33 44
8 35 42
9 13 32
9 13 53
9 17 39
9 20 28
9 20 32
9 21 37
9 28 58
9 37 53
9 39 58
10 11 36
10 11 57
10 18 40
10 22 38
10 24 34
10 24 36
10 34 54
10 38 54
10 40 57
11 19 38
11 27 43
11 30 36
11 30 41
11 38 59
11 41 59
11 43 57
12 14 44
12 14 45
12 15 20
12 15 42
12 26 33
12 33 35
12 42 44
13 23 39
13 25 46
13 30 32
13 30 47
13 39 55
13 46 53
13 47 55
14 16 24
14 16 48
14 26 29
14 29 31
14 44 48
15 20 21
15 21 65
15 28 51
15 33 49
15 42 69
15 49 65
15 51 69
16 18 24
16 18 68
16 29 52
16 34 50
16 48 66
16 50 66
16 52 68
17 23 32
17 23 53
17 25 30
17 25 55
17 39 46
17 46 47
17 53 55
18 19 24
18 19 54
18 31 50
18 40 56
18 50 67
18 54 67
18 56 68
19 22 36
19 22 57
19 34 40
19 38 40
19 54 57
20 21 23
20 28 35
21 23 58
21 35 51
21 37 56
21 51 67
21 56 65
21 58 67
22 27 30
22 27 59
22 38 43
22 41 43
22 57 59
23 28 37
23 37 39
23 53 58
24 31 34
25 27 30
25 27 72
25 41 61
25 46 52
25 52 72
25 55 66
25 61 66
26 29 60
26 33 64
26 42 63
26 48 62
26 60 64
26 62 63
27 43 49
27 47 61
27 49 72
27 59 69
27 61 69
28 35 65
28 37 67
28 51 56
28 56 58
28 65 67
29 31 66
29 44 62
29 46 52
29 46 60
29 55 62
29 55 66
30 41 47
31 34 68
31 48 52
31 50 52
31 66 68
33 35 69
33 43 49
33 43 64
33 44 63
33 59 63
33 59 69
34 40 67
34 50 56
34 54 56
34 67 68
35 42 49
35 49 51
35 65 69
37 39 70
37 40 56
37 40 70
37 53 71
37 54 67
37 54 71
38 40 70
38 43 64
38 54 71
38 59 63
38 63 71
38 64 70
39 46 60
39 55 62
39 58 71
39 60 70
39 62 71
40 57 71
40 58 67
40 58 71
41 43 69
41 47 72
41 49 59
41 49 61
41 69 72
42 43 63
42 43 69
42 44 64
42 49 59
42 59 64
43 57 63
44 48 60
44 60 63
44 62 64
46 47 66
46 48 62
46 48 66
46 53 62
47 52 55
47 52 61
47 66 72
48 52 55
48 55 60
49 51 72
49 61 65
50 51 61
50 51 67
50 52 72
50 56 65
50 61 66
50 65 72
51 56 68
51 61 69
51 68 72
52 61 68
53 55 60
53 58 70
53 60 71
53 62 70
54 56 58
54 57 70
54 58 70
57 59 64
57 63 70
57 64 71
60 63 70
60 64 71
61 65 68
62 63 71
62 64 70
65 67 68
65 69 72
66 68 72
