1 2 3
1 2 4
1 3 5
1 4 7
1 5 8
1 7 12
1 8 14
1 12 20
1 14 24
1 20 24
2 3 6
2 4 10
2 6 11
2 10 22
2 11 19
2 19 33
2 22 37
2 33 37
3 5 9
3 6 13
3 9 17
3 13 23
3 17 31
3 23 38
3 31 38
4 7 16
4 10 18
4 16 35
4 18 32
4 32 52
4 35 57
4 52 57
5 8 15
5 9 21
5 15 29
5 21 36
5 29 51
5 36 58
5 51 58
6 11 27
6 13 25
6 25 47
6 27 55
6 47 75
6 55 83
6 75 83
7 12 28
7 16 30
7 28 56
7 30 36
7 36 77
7 56 84
7 77 84
8 14 26
8 15 34
8 26 48
8 32 34
8 32 85
8 48 76
8 76 85
9 17 43
9 21 39
9 39 55
9 43 80
9 55 96
9 80 105
9 96 105
10 18 44
10 22 40
10 40 69
10 44 47
10 47 106
10 69 97
10 97 106
11 19 45
11 27 49
11 35 49
11 35 99
11 45 81
11 81 107
11 99 107
12 20 46
12 23 50
12 23 100
12 28 50
12 46 82
12 76 82
12 76 100
13 23 41
13 25 53
13 29 53
13 29 108
13 41 70
13 70 98
13 98 108
14 19 54
14 19 109
14 24 42
14 26 54
14 42 71
14 71 84
14 84 109
15 29 60
15 34 59
15 59 80
15 60 62
15 62 91
15 80 113
15 91 113
16 30 65
16 35 60
16 60 66
16 65 69
16 66 103
16 69 110
16 103 110
17 22 72
17 22 119
17 31 66
17 43 72
17 66 103
17 98 103
17 98 119
18 32 67
18 44 73
18 56 73
18 56 120
18 63 67
18 63 92
18 92 120
19 33 68
19 45 54
19 68 104
19 97 104
19 97 109
20 24 64
20 37 74
20 37 121
20 46 74
20 51 102
20 51 121
20 64 102
21 36 61
21 39 78
21 48 78
21 48 116
21 61 68
21 68 104
21 104 116
22 37 62
22 40 72
22 62 91
22 91 107
22 107 119
23 38 63
23 41 50
23 63 92
23 92 105
23 100 105
24 31 79
24 31 124
24 42 79
24 57 93
24 57 124
24 64 93
25 42 61
25 42 71
25 47 61
25 53 86
25 71 101
25 81 86
25 81 101
26 40 41
26 40 48
26 41 70
26 54 87
26 62 87
26 62 90
26 70 90
27 46 67
27 46 82
27 49 90
27 55 67
27 70 90
27 70 94
27 82 94
28 43 45
28 43 56
28 45 81
28 50 87
28 66 86
28 66 87
28 81 86
29 51 69
29 53 60
29 69 97
29 97 104
29 104 108
30 36 61
30 61 88
30 65 94
30 82 94
30 82 126
30 88 114
30 114 126
31 38 89
31 66 79
31 75 123
31 75 124
31 89 123
32 34 67
32 52 70
32 70 98
32 85 103
32 98 103
33 37 88
33 38 95
33 38 130
33 52 118
33 52 130
33 68 95
33 88 118
34 59 101
34 67 89
34 71 101
34 71 127
34 89 123
34 123 127
35 49 60
35 57 80
35 80 105
35 92 99
35 92 105
36 58 81
36 77 91
36 81 107
36 91 107
37 62 74
37 83 114
37 83 121
37 88 114
38 58 115
38 58 130
38 63 95
38 89 115
39 55 67
39 64 67
39 64 93
39 78 110
39 93 122
39 103 110
39 103 122
40 41 69
40 48 78
40 63 78
40 63 111
40 72 111
41 42 65
41 42 112
41 50 112
41 65 69
42 61 68
42 65 79
42 68 112
43 45 80
43 56 73
43 68 73
43 68 112
43 72 112
44 47 61
44 61 64
44 64 102
44 73 113
44 91 113
44 91 117
44 102 117
45 46 59
45 46 111
45 54 111
45 59 80
46 59 74
46 63 67
46 63 111
47 48 75
47 48 76
47 76 82
47 82 106
48 75 123
48 116 123
49 60 89
49 89 115
49 90 116
49 104 116
49 104 125
49 115 125
50 87 117
50 102 115
50 102 117
50 112 125
50 115 125
51 58 111
51 69 102
51 96 121
51 96 128
51 111 128
52 57 112
52 70 118
52 77 127
52 77 130
52 112 127
53 60 88
53 86 120
53 88 118
53 92 120
53 92 128
53 118 128
54 87 122
54 93 118
54 93 122
54 111 128
54 118 128
55 56 83
55 56 84
55 71 84
55 71 96
56 83 114
56 114 120
57 80 93
57 106 124
57 106 125
57 112 125
58 81 115
58 85 126
58 85 130
58 111 126
59 74 129
59 97 106
59 97 129
59 101 106
60 62 66
60 88 89
61 64 88
62 66 87
62 74 90
63 78 95
64 67 89
64 88 89
65 79 129
65 94 96
65 96 105
65 105 129
66 79 86
68 73 95
69 102 110
70 94 118
71 96 128
71 127 128
72 111 126
72 112 127
72 114 123
72 114 126
72 123 127
73 95 131
73 98 108
73 98 131
73 108 113
74 79 95
74 79 129
74 90 131
74 95 131
75 83 87
75 87 117
75 99 117
75 99 124
76 85 86
76 86 132
76 100 113
76 113 132
77 84 90
77 90 116
77 91 127
77 100 116
77 100 130
78 95 132
78 99 107
78 99 110
78 107 132
79 86 132
79 95 132
80 93 113
81 101 115
82 106 125
82 125 126
83 87 122
83 108 121
83 108 122
84 90 131
84 109 110
84 110 131
85 86 120
85 103 126
85 109 120
85 109 130
91 117 127
92 99 117
92 117 128
93 113 132
93 118 132
94 96 119
94 107 119
94 107 132
94 118 132
96 119 121
97 109 120
97 120 129
98 101 119
98 101 131
99 109 110
99 109 124
100 105 116
100 108 113
100 108 121
100 121 130
101 106 119
101 115 131
102 110 131
102 115 131
103 122 126
104 108 122
104 122 125
105 116 129
106 119 124
109 124 130
114 120 129
114 123 129
116 123 129
117 127 128
119 121 124
121 124 130
122 125 126
