1 2 3
1 2 4
1 3 5
1 4 7
1 5 8
1 7 12
1 8 14
1 12 19
1 14 23
1 19 27
1 23 31
1 27 36
1 31 40
1 36 45
1 40 47
1 45 47
2 3 6
2 4 10
2 6 11
2 10 21
2 11 18
2 18 26
2 21 29
2 26 35
2 29 38
2 35 40
2 38 43
2 40 48
2 43 45
2 45 48
3 5 9
3 6 13
3 9 16
3 13 22
3 16 25
3 22 30
3 25 34
3 30 39
3 34 43
3 36 39
3 36 48
3 43 47
3 47 48
4 7 15
4 10 17
4 15 16
4 16 25
4 17 22
4 22 30
4 25 46
4 30 44
4 31 44
4 31 48
4 35 46
4 35 47
4 47 48
5 8 15
5 9 20
5 15 21
5 18 20
5 18 26
5 21 29
5 26 44
5 27 44
5 27 48
5 29 42
5 39 42
5 39 45
5 45 48
6 11 17
6 12 17
6 12 19
6 13 20
6 14 20
6 14 23
6 19 42
6 23 46
6 34 42
6 34 45
6 38 46
6 38 47
6 45 47
7 9 11
7 9 12
7 11 18
7 15 24
7 18 37
7 23 39
7 23 48
7 24 29
7 29 38
7 37 44
7 38 39
7 40 44
7 40 48
8 10 13
8 10 14
8 13 22
8 15 28
8 19 35
8 19 48
8 22 33
8 25 28
8 25 34
8 33 44
8 34 35
8 36 44
8 36 48
9 11 16
9 12 33
9 20 28
9 23 28
9 23 31
9 30 38
9 30 45
9 31 38
9 33 42
9 36 42
9 36 45
10 13 21
10 14 37
10 17 24
10 19 24
10 19 27
10 26 34
10 26 47
10 27 34
10 37 46
10 40 46
10 40 47
11 16 41
11 17 32
11 29 31
11 29 47
11 30 32
11 30 39
11 31 39
11 41 46
11 43 46
11 43 47
12 14 43
12 14 48
12 17 22
12 22 28
12 25 33
12 25 46
12 28 39
12 31 39
12 31 48
12 43 46
13 20 32
13 21 41
13 25 27
13 25 45
13 26 32
13 26 35
13 27 35
13 41 42
13 42 43
13 43 45
14 18 20
14 18 24
14 24 35
14 27 35
14 27 48
14 29 37
14 29 42
14 42 43
15 16 21
15 24 33
15 26 30
15 26 36
15 27 33
15 27 36
15 28 37
15 30 40
15 31 37
15 31 40
16 21 32
16 22 40
16 22 45
16 26 41
16 26 44
16 32 38
16 38 39
16 39 45
16 40 44
17 23 25
17 23 43
17 24 41
17 25 40
17 32 37
17 35 37
17 35 40
17 38 41
17 38 43
18 19 37
18 19 42
18 21 36
18 21 47
18 24 31
18 31 38
18 36 42
18 38 47
19 20 29
19 20 43
19 23 43
19 23 48
19 24 29
19 35 37
20 28 41
20 29 36
20 32 33
20 33 39
20 34 41
20 34 43
20 36 39
21 30 41
21 30 44
21 32 34
21 34 35
21 35 47
21 36 44
22 23 33
22 23 46
22 27 28
22 27 34
22 34 45
22 40 46
23 25 28
23 33 39
24 28 41
24 28 44
24 31 44
24 32 33
24 32 46
24 35 46
25 27 33
25 30 40
25 30 45
26 29 36
26 29 47
26 30 32
26 34 41
27 28 44
28 32 37
28 32 42
28 39 42
29 31 37
30 38 41
32 34 42
32 38 46
33 37 41
33 37 44
33 41 42
37 41 46
