1 2 3
1 2 4
1 3 5
1 4 7
1 5 8
1 7 12
1 8 12
2 3 6
2 4 10
2 6 11
2 10 18
2 11 18
3 5 9
3 6 13
3 9 16
3 13 16
4 7 15
4 10 17
4 15 26
4 17 26
5 8 14
5 9 19
5 14 24
5 19 24
6 11 22
6 13 20
6 20 34
6 22 34
7 12 23
7 15 25
7 23 38
7 25 38
8 12 21
8 14 27
8 21 35
8 27 35
9 16 31
9 19 28
9 28 47
9 31 47
10 17 32
10 18 29
10 29 48
10 32 48
11 18 33
11 22 36
11 33 53
11 36 53
12 21 40
12 23 37
12 37 40
13 16 30
13 20 39
13 30 49
13 39 49
14 24 44
14 27 41
14 41 46
14 44 46
15 25 45
15 26 42
15 42 43
15 43 45
16 30 56
16 31 50
16 50 56
17 26 46
17 32 51
17 46 61
17 51 61
18 29 55
18 33 52
18 52 55
19 24 43
19 28 54
19 43 59
19 54 59
20 34 61
20 39 57
20 44 57
20 44 61
21 33 58
21 33 62
21 35 62
21 40 58
22 34 59
22 36 63
22 42 59
22 42 63
23 30 60
23 30 64
23 37 64
23 38 60
24 43 52
24 44 55
24 52 55
25 38 47
25 45 65
25 47 68
25 65 68
26 42 50
26 46 56
26 50 56
27 35 48
27 41 65
27 48 68
27 65 68
28 47 53
28 53 62
28 54 66
28 62 66
29 31 67
29 31 68
29 48 68
29 55 67
30 49 60
30 56 64
31 47 68
31 50 67
32 48 49
32 49 60
32 51 69
32 60 69
33 52 58
33 53 62
34 37 40
34 37 59
34 40 61
35 39 49
35 39 62
35 48 49
36 38 53
36 38 60
36 60 69
36 63 69
37 54 59
37 54 64
38 47 53
39 57 66
39 62 66
40 51 58
40 51 61
41 46 56
41 56 64
41 64 70
41 65 70
42 43 59
42 50 63
43 45 52
44 46 61
44 55 57
45 52 58
45 58 71
45 65 71
50 63 67
51 58 71
51 69 71
54 64 70
54 66 70
55 57 67
57 66 72
57 67 72
63 67 72
63 69 72
65 70 71
66 70 72
69 71 72
70 71 72
