1 10 19
1 10 26
1 11 21
1 11 25
1 12 20
1 12 27
1 13 23
1 13 25
1 14 22
1 14 27
1 15 24
1 15 26
1 16 20
1 16 23
1 17 19
1 17 22
1 18 21
1 18 24
2 10 21
2 10 25
2 11 20
2 11 27
2 12 19
2 12 26
2 13 22
2 13 27
2 14 24
2 14 26
2 15 23
2 15 25
2 16 19
2 16 22
2 17 21
2 17 24
2 18 20
2 18 23
3 10 20
3 10 27
3 11 19
3 11 26
3 12 21
3 12 25
3 13 24
3 13 26
3 14 23
3 14 25
3 15 22
3 15 27
3 16 21
3 16 24
3 17 20
3 17 23
3 18 19
3 18 22
4 10 23
4 10 26
4 11 22
4 11 25
4 12 24
4 12 27
4 13 20
4 13 24
4 14 19
4 14 23
4 15 21
4 15 22
4 16 19
4 16 25
4 17 21
4 17 27
4 18 20
4 18 26
5 10 22
5 10 25
5 11 24
5 11 27
5 12 23
5 12 26
5 13 19
5 13 23
5 14 21
5 14 22
5 15 20
5 15 24
5 16 21
5 16 27
5 17 20
5 17 26
5 18 19
5 18 25
6 10 24
6 10 27
6 11 23
6 11 26
6 12 22
6 12 25
6 13 21
6 13 22
6 14 20
6 14 24
6 15 19
6 15 23
6 16 20
6 16 26
6 17 19
6 17 25
6 18 21
6 18 27
7 10 20
7 10 22
7 11 19
7 11 24
7 12 21
7 12 23
7 13 20
7 13 25
7 14 19
7 14 27
7 15 21
7 15 26
7 16 22
7 16 26
7 17 24
7 17 25
7 18 23
7 18 27
8 10 19
8 10 24
8 11 21
8 11 23
8 12 20
8 12 22
8 13 19
8 13 27
8 14 21
8 14 26
8 15 20
8 15 25
8 16 24
8 16 25
8 17 23
8 17 27
8 18 22
8 18 26
9 10 21
9 10 23
9 11 20
9 11 22
9 12 19
9 12 24
9 13 21
9 13 26
9 14 20
9 14 25
9 15 19
9 15 27
9 16 23
9 16 27
9 17 22
9 17 26
9 18 24
9 18 25
